time,theta1,theta2,theta1_dot
0,0,0.0157,0
10,0,0.0157,0
20,0,0.0157,0
30,0,0.0157,0
40,0,0.0157,0
50,0,0.0157,0
60,0,0.0157,0
70,0,0.0157,0
80,0,0.0157,0
90,0,0.0157,0
100,0,0.0157,0
110,0,0.0157,0
120,0,0.0157,0
130,0,0.0157,0
140,0,0.0157,0
150,0,0.0157,0
160,0,0.0157,0
170,0,0.0157,0
180,0,0.0157,0
190,0,0.0157,0
200,0,0.0157,0
210,0,0.0157,0
220,0,0.0157,0
230,0,0.0157,0
240,0,0.0157,0
250,0,0.0157,0
260,0,0.0157,0
270,0,0.0157,0
280,0,0.0157,0
290,0,0.0157,0
300,0,0.0157,0
310,0,0.0157,0
320,0,0.0157,0
330,0,0.0157,0
340,0,0.0157,0
350,0,0.0157,0
360,0,0.0157,0
370,0,0.0157,0
380,0,0.0157,0
390,0,0.0157,0
400,0,0.0157,0
410,0,0.0157,0
420,0,0.0157,0
430,0,0.0157,0
440,0,0.0157,0
450,0,0.0157,0
460,0,0.0157,0
470,0,0.0157,0
480,0,0.0157,0
490,0,0.0157,0
500,0,0.0157,0
510,0,0.0157,0
520,0,0.0157,0
530,0,0.0157,0
540,0,0.0157,0
550,0,0.0157,0
560,0,0.0157,0
570,0,0.0157,0
580,0,0.0157,0
590,0,0.0157,0
600,0,0.0157,0
610,0,0.0157,0
620,0,0.0157,0
630,0,0.0157,0
640,0,0.0157,0
650,0,0.0157,0
660,0,0.0157,0
670,0,0.0157,0
680,0,0.0157,0
690,0,0.0157,0
700,0,0.0157,0
710,-0.0695751,0.0157,0
720,-0.0695751,0.0157,0
730,-0.0695751,0.0157,0
740,-0.0695751,0.0157,0
750,-0.0695751,0.0157,0
760,-0.0695751,0.0157,0
770,-0.0695751,0.0157,0
780,-0.0695751,0.0157,-0.00585599
790,-0.0695751,0.0157,-0.00585599
800,-0.0695751,0.0157,-0.00585599
810,-0.0695751,0.0157,-0.00585599
820,-0.0695751,0.0157,-0.00585599
830,-0.0695751,0.0157,-0.00585599
840,-0.0695751,0.0157,-0.00585599
850,-0.0695751,0.0157,-0.00585599
860,-0.0695751,0.0157,-0.00585599
870,-0.0695751,0.0157,-0.00585599
880,-0.0695751,0.0157,-0.00585599
890,-0.0695751,0.0157,-0.00585599
900,-0.0695751,0.0157,-0.00585599
910,-0.0695751,0.0157,-0.00585599
920,-0.0695751,0.0157,-0.00585599
930,-0.0695751,0.0157,-0.00585599
940,-0.0768056,0.0157,-0.00585599
950,-0.0768056,0.0157,-0.00585599
960,-0.0768056,0.0157,-0.00585599
970,-0.0768056,0.0157,-0.00585599
980,-0.0768056,0.0157,-0.00585599
990,-0.0768056,0.0157,-0.00585599
1000,-0.0768056,0.0157,0
1010,-0.0768056,0.0157,0
1020,-0.0768056,0.0157,0
1030,-0.0768056,0.0157,0
1040,-0.0768056,0.0157,0
1050,-0.0768056,0.0157,0
1060,-0.0768056,0.0157,0
1070,-0.0768056,0.0157,0
1080,-0.0768056,0.0157,0
1090,-0.0768056,0.0157,0
1100,-0.0768056,0.0157,0
1110,-0.0657115,0.0157,0
1120,-0.0657115,0.0157,0
1130,-0.0657115,0.0157,0
1140,-0.0657115,0.0157,0
1150,-0.0657115,0.0157,0
1160,-0.0657115,0.0157,0
1170,-0.0657115,0.0157,0
1180,-0.0657115,0.0157,-0.00106473
1190,-0.0657115,0.0157,-0.00106473
1200,-0.0657115,0.0157,-0.00106473
1210,-0.0657115,0.0157,-0.00106473
1220,-0.0657115,0.0157,-0.00106473
1230,-0.0657115,0.0157,-0.00106473
1240,-0.0657115,0.0157,-0.00106473
1250,-0.0657115,0.0157,-0.00106473
1260,-0.0657115,0.0157,-0.00106473
1270,-0.0657115,0.0157,-0.00106473
1280,-0.0657115,0.0157,-0.00106473
1290,-0.0414646,0.0157,-0.00106473
1300,-0.0414646,0.0157,-0.00106473
1310,-0.0414646,0.0157,-0.00106473
1320,-0.0414646,0.0157,-0.00106473
1330,-0.0414646,0.0157,-0.00106473
1340,-0.0414646,0.0157,-0.00106473
1350,-0.0414646,0.0157,-0.000532363
1360,-0.0414646,0.0157,-0.000532363
1370,-0.0582453,0.0157,-0.00692071
1380,-0.0582453,0.0157,-0.00692071
1390,-0.0582453,0.0157,-0.00692071
1400,-0.0582453,0.0157,-0.00692071
1410,-0.0582453,0.0157,-0.00692071
1420,-0.0582453,0.0157,-0.00692071
